社格,名前,読み,住所,電話番号,画像,詳細ページのリンク旧村社,野島神社,のしまじんじゃ,宮崎県宮崎市大字内海6227,0985-67-1234,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8278/
旧村社,広原神社,ひろはらじんじゃ,宮崎県宮崎市広原5832,880-0125,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8255/
旧村社・別表神社,天岩戸神社,あまのいわとじんじゃ,宮崎県西臼杵郡高千穂町岩戸1073番地1,0982-74-8239,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/10048/
内務大臣指定護国神社・指定外護国神社,宮崎縣護國神社,みやざきけんごこくじんじゃ,宮崎県宮崎市神宮2-4-3,0985-25-2719,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/389/
旧村社,長嶺神社,ながみねじんじゃ,宮崎県宮崎市大字長嶺292,0985-48-3794,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8304/
-,霧島東神社,きりしまひがしじんじゃ,宮崎県西諸県郡高原町蒲牟田６４３７,0984-42-3838,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/10045/
旧村社,跡江神社,あとえじんじゃ,宮崎県宮崎市大字跡江810番地,0985-48-1041,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8331/
旧郷社,宮崎八幡宮,みやざきはちまんぐう,宮崎県宮崎市宮田町3-27,0985-20-7878,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8334/
旧村社,西上那珂神社,にしかみなかじんじゃ,宮崎県宮崎市佐土原町西上那珂145,0985-74-2384,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8316/
旧村社,東上那珂神社,ひがしかみなかじんじゃ,宮崎県宮崎市佐土原町東上那珂13945番地,0985-74-2384,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8317/
-,稲荷神社,いなりじんじゃ,宮崎県宮崎市佐土原町上田島1832,0985-74-1528,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8240/
-,稲荷神社（宮崎市佐土原町）,いなりじんじゃ,宮崎県宮崎市佐土原町上田島768-ロ,0985-74-1528,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8241/
-,八坂神社（宮崎市佐土原町）,やさかじんじゃ,宮崎県宮崎市佐土原町上田島1714-3,0985-73-0560,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8242/
-,八坂神社（宮崎市佐土原町）,やさかじんじゃ,宮崎県宮崎市佐土原町上田島1714-3,0985-73-0560,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8243/
旧村社,下田島神社,しもたじまじんじゃ,宮崎県宮崎市佐土原町下田島12218－1,0985-73-0560,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8245/
-,吉村八幡神社,,宮崎県宮崎市吉村町宮脇甲2133,0985-24-5561,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8223/
-,高岡護国神社,たかおかごこくじんじゃ,宮崎県宮崎市高岡町内山2906-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8224/
旧村社,中野神社,なかのじんじゃ,宮崎県宮崎市清武町木原525,0985-85-1983,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8225/
旧郷社,倉岡神社,くらおかじんじゃ,宮崎県宮崎市糸原3295,0985-41-0501,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8226/
官祭招魂社,穆佐護国神社,むかさごこくじんじゃ,宮崎県宮崎市高岡町小山田925-7,0985-82-2146,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8227/
旧郷社,広瀬神社（宮崎市佐土原町）,ひろせじんじゃ,宮崎県宮崎市佐土原町下田島20292-1,0985-73-0560,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8300/
旧村社,柏原神社（宮崎市柏原）,かしわばらじんじゃ,宮崎県宮崎市大字柏原821,0985-47-1444,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8263/
旧村社,八幡神社（宮崎市吉村町）,はちまんじんじゃ,宮崎県宮崎市吉村町宮ノ脇甲2133,0985-24-5561,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8320/
旧村社,恒久神社,つねひさじんじゃ,宮崎県宮崎市大字恒久582,0985-51-5646,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/miyazaki/8321/
