社格,名前,読み,住所,電話番号,画像,詳細ページのリンク-,室園年禰神社,,熊本県熊本市中央区室園町17-24,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8351/
-,石村八幡宮,,熊本県山鹿市石1871,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8510/
式内社（名神大）・肥後国一宮・官幣大社・別表神社,阿蘇神社,あそじんじゃ,熊本県阿蘇市一の宮町宮地3083-1,0967-22-0064,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/42/
-,市房山神宮,いちふさやまじんぐう,熊本県球磨郡水上村湯山1426,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8605/
旧郷社,若宮神社（下益城郡美里町）,わかみやじんじゃ,熊本県下益城郡美里町馬場605,0964-46-2126,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8561/
-,豊野神社,とよのじんじゃ,熊本県宇城市豊野町上郷1859,0964-45-2572,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8562/
-,梅林天満宮,ばいりんてんまんぐう,熊本県玉名市津留499,0968-74-1918,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8489/
旧郷社,守山八幡宮,もりやまはちまんぐう,熊本県宇城市小川町南部田1108,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8564/
-,古保山菅原神社,こおやますがわらじんじゃ,熊本県宇城市松橋町古保山1074,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8565/
旧郷社,豊福阿蘇神社,とよふくあそじんじゃ,熊本県宇城市松橋町豊福503,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8566/
旧村社,松橋神社,まつばせじんじゃ,熊本県宇城市松橋町松橋1218,0964-32-1050,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kumamoto/8567/
