社格,名前,読み,住所,電話番号,画像,詳細ページのリンク-,国宗天満神社,くにむねてんまんじんじゃ,大分県大分市鶴崎国宗,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3084/
-,今宮八幡宮,いまみやはちまんぐう,大分県大分市松岡字成松,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3085/
県社,妻垣神社,つまがけじんじゃ,大分県宇佐市安心院町妻垣203,0978-44-2519,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3086/
-,三ッ川天満社,みつがわてんまんしゃ,大分県大分市三川下2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3087/
-,山神社,やまじんじゃ,大分県大分市大字広内,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3088/
-,産乃神社,さんのじんじゃ,大分県大分市大字丹川字誓願寺,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3089/
郷社,若宮八幡宮,わかみやはちまんぐう,大分県大分市森102,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3091/
-,若宮八幡社（大分市大字南）,わかみやはちまんしゃ,大分県大分市大字南171,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3092/
村社,秋葉稲荷神社,あきばいなりじんじゃ,大分県別府市秋葉町1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3093/
-,秋葉神社,あきばじんじゃ,大分県別府市秋葉町1-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3094/
-,龍神社,ちゅうじんじゃ,大分県大分市三佐2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1024/
-,志村天満社,しむらてんまんしゃ,大分県大分市大字志村2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3090/
-,阿蘇神社（大分市）,あそじんじゃ,大分県大分市宮河内迫阿蘇入,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3056/
-,阿蘇神社（杵築市）,あそじんじゃ,大分県杵築市大字八坂2100,0978-63-2227,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3057/
-,愛宕神社（大分市）,あたごじんじゃ,大分県大分市三佐4,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3058/
村社,井手八幡社,いではちまんじゃ,大分県速見郡日出町大字藤原301,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3059/
-,稲荷神社（大分市）,いなりじんじゃ,大分県大分市大字丹生695,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3060/
-,臼杵護国神社/稲葉神社,うすきごこくじんじゃ/いなばじんじゃ,大分県臼杵市臼杵,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3061/
-,延命寺神社/厳島神社,えんめいじじんじゃ/いつくしまじんじゃ,大分県大分市大字丹川延命寺,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3063/
-,王子神社,おうじじんじゃ,大分県大分市王子北町110,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3066/
-,住吉神社（大分市住吉町）,すみよしじんじゃ,大分県大分市住吉町2-2-32,097-534-9293,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3095/
-,住吉神社（大分市大在中央）,すみよしじんじゃ,大分県大分市大在中央1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3096/
-,宿善神社,しゅくぜんじんじゃ,大分県大分市永興旭町5,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3097/
-,小中島天満社,おなかしまじんじゃ,大分県大分市小中島1-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3098/
-,城原天満神社,じょうはるてんまんじんじゃ,大分県大分市城原,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3099/
-,城南神社/永興正八幡社,じょうなんじんじゃ/りょうごしょうはちまんじんじゃ,大分県大分市永興1175,097-543-3752,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3100/
-,水分神社,みまくりじんじゃ,大分県大分市大字横尾,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3101/
-,西新町天満社,にししんまちてんまんしゃ,大分県大分市中央町4-2-23,097-536-4092,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3102/
-,青島神社,あおしまじんじゃ,大分県大分市三芳,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3103/
-,石垣神社,いしがきじんじゃ,大分県別府市石垣西4-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3104/
-,刈目八幡社,かりめはちまんじんじゃ,大分県速見郡日出町大字南端高平刈目,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3075/
村社,久原神社,くばるじんじゃ,大分県大分市久原中央2-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3076/
村社,宮谷天神社,みややてんじんじゃ,大分県大分市宮河内宮谷,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3077/
-,熊野神社（大分市）,くまのじんじゃ,大分県大分市下戸次,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3078/
郷社,剣八幡宮,けんはちまんぐう,大分県大分市東鶴崎3,097-527-4527,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3079/
-,原神社,はらじんじゃ,大分県大分市大字佐野字三ヶ月2113,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3080/
-,御手洗神社,みたらいじんじゃ,大分県大分市大字松岡6000,097-520-1635,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3081/
-,御霊社,ごりょうしゃ,大分県大分市牧2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3082/
-,光金稲荷神社,みつかねいなりじんじゃ,大分県大分市向原沖3-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3083/
県社,妻垣神社,つまがけじんじゃ,大分県宇佐市安心院町妻垣203,0978-44-2519,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3086/
県社,早吸日女神社,はやすひめじんじゃ,大分県大分市大字佐賀関3329,097-575-0341,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3106/
-,石鎚神社,いしづちじんじゃ,大分県大分市大字下郡東14-3,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3105/
-,霜凝神社,しもごおりじんじゃ,大分県大分市大字下郡北2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3107/
-,太刀振社,たちふりしゃ,大分県大分市三佐4,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3108/
-,太平神社,たいへいじんじゃ,大分県大分市三芳太平町,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3109/
-,大杵社,おおごしゃ,大分県由布市湯布院町川南746-19,0977-84-3111,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3110/
-,大分春日神社,おおいたかすがじんじゃ,大分県大分市勢家町4-6-87,097-532-5638,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3111/
村社,鷹松神社,たかまつじんじゃ,大分県大分市高松2-2-23,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3112/
-,長浜神社,ながはまじんじゃ,大分県大分市長浜町1-8-7,097-532-6452,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3113/
-,辻ノ堂愛宕神社,つじのどうあたごじんじゃ,大分県速見郡日出町大神932,0977-72-5417,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3114/
-,王ノ瀬天満社,おうのせてんまんしゃ,大分県大分市王ノ瀬1-12,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3065/
-,王子神社,おうじじんじゃ,大分県大分市王子北町110,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3066/
-,岡神社,おかじんじゃ,大分県竹田市竹田町2627-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3067/
-,乙津天満社,おとづてんまんしゃ,大分県大分市乙津字信通寺175,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3068/
-,温泉神社,おんせんじんじゃ,大分県別府市御幸,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3069/
-,下久所天満社,しもくじょてんまんしゃ,大分県大分市丹川字下久所,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3070/
-,加倉神社,かぐらじんじゃ,大分県大分市大字高崎,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3071/
県社,火男火売神社,ほのおほめじんじゃ,大分県別府市火売東山,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3072/
県社,賀来神社,かくじんじゃ,大分県大分市賀来,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3073/
村社,久原神社,くばるじんじゃ,大分県大分市久原中央2-7,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3076/
旧内務大臣指定護国神社・別表神社,大分縣護國神社,おおいたけんごこくじんじゃ,大分県大分市大字牧1371,097-558-3096,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/388/
旧県社,薦神社,こもじんじゃ,大分県中津市大字大貞209,0979-32-2440,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/433/
-,雲八幡宮,くもはちまんじんじゃ,大分県中津市耶馬溪町宮園363,0979-56-2309,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3062/
-,上野若宮八幡社,うえのわかみやはちまんしゃ,大分県大分市上野町10-28,097-543-5738,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/998/
旧郷社,春日神社 (豊後高田市),かすがじんじゃ,大分県豊後高田市草地5207-3,0978-24-2529,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/228/
旧県社・別表神社,春日神社 (大分市),かすがじんじゃ,大分県大分市勢家町4丁目6-87,097-532-5638,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/229/
旧村社,扇森稲荷神社,おうぎもりいなりじんじゃ,大分県竹田市拝田原８１１,0974-63-1588,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/200/
旧県社,大原八幡宮,おおはらはちまんぐう,大分県日田市田島2丁目184,0973-23-8951,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/809/
-,丹生神社,にうじんじゃ,大分県大分市大字佐野567,097-593-4050,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/761/
村社,末広神社,すえひろじんじゃ,大分県臼杵市末広,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1018/
村社,末広神社,すえひろじんじゃ,大分県臼杵市末広,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1018/
旧郷社,春日神社 (豊後高田市),かすがじんじゃ,大分県豊後高田市草地5207-3,0978-24-2529,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/228/
-,豊後一ノ宮阿蘇神社,ふんごいちのみやあそじんじゃ,大分県大分市宮河内火振,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1015/
-,鉾神社,ほこじんじゃ,大分県大分市葛木,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1016/
-,北天満神社,きたてんまんじんじゃ,大分県大分市大在北1-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1017/
-,霧嶋神社,きりしまじんじゃ,大分県由布市湯布院町塚原,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1019/
豊後国三宮,毛井八幡社,みけいはちまんじんじゃ,大分県大分市大字毛井,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1020/
-,野間天満神社/三王神社,のまてんまんじんじゃ/さんのうじんじゃ,大分県大分市丹川字野間,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1021/
-,野坂神社,のさかじんじゃ,大分県大分市大字三佐八坂769,097-527-2955,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/1022/
-,志村天満社,しむらてんまんしゃ,大分県大分市大字志村2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3090/
-,姫之宮春日社,ひめのみやかすがじんじゃ,大分県大分市大字鶴崎2485,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3135/
-,蛭子神社,えびすじんじゃ,大分県大分市大字志村,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3136/
-,浜町恵美須神社,はままちえびすじんじゃ,大分県大分市勢家,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3137/
豊後国一宮・国幣小社・別表神社,柞原八幡宮,ゆすはらはちまんぐう,大分県大分市大字八幡987,097-534-0065,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/496/
式内大社・豊後国一宮・国幣中社・別表神社,西寒多神社,ささむたじんじゃ,大分県大分市寒田1644,097-569-4182,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/441/
式内社（名神大）・豊前国一宮・官幣大社・勅祭社・別表神社,宇佐神宮,うさじんぐう,大分県宇佐市南宇佐2859,0978-37-0001,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/130/
県社,八坂神社（臼杵市）,やさかじんじゃ,大分県臼杵市大字祇園洲1,0972-62-3673,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3125/
村社,八坂神社（大分県速見郡）,やさかじんじゃ,大分県速見郡日出町平道,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3126/
村社,八坂神社（大分市小池原）,やさかじんじゃ,大分県大分市小池原字尾崎,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3127/
-,八坂神社（大分市猪野）,やさかじんじゃ,大分県大分市猪野654,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3128/
-,八柱神社,やはしらじんじゃ,大分県大分市屋山2281,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3129/
-,八津島神社,やつしまじんじゃ,大分県速見郡日出町豊岡5414,0977-72-4255,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3130/
村社,八日市天満社,ようかいちてんまんしゃ,大分県速見郡日出町2492-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3131/
県社・別表神社,八幡朝見神社/朝見八幡宮,まんあさみじんじゃ/あさみはちまんぐう,大分県別府市朝見2-15-19,0977-23-1408,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3132/
県社,八幡奈多宮,はちまんなだぐう,大分県杵築市奈多229,0978-63-8088,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3133/
-,八幡竈門神社,はちまんかまどじんじゃ,大分県別府市内竈1900,0977-66-1633,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3134/
-,鶴ヶ岡八幡宮,つるがおかはちまんぐう,大分県杵築市山香町大字南畑富田,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3115/
-,鶴崎大神宮,つるさきだいじんぐう,大分県大分市東鶴崎1-4-28,097-527-2838,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3116/
-,日吉神社（大分市久原北）,ひよしじんじゃ/ひえじんじゃ,大分県大分市久原北12,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3117/
-,日吉神社（大分市久原北）,ひよしじんじゃ/ひえじんじゃ,大分県大分市大字屋山710,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3118/
県社,日吉神社（大分市木田）,ひよしじんじゃ/ひえじんじゃ,大分県大分市木田1557-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3119/
-,日吉神社（大分市木田）,ひよしじんじゃ/ひえじんじゃ,大分県大分市丹川字上久所,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3120/
-,日出若宮八幡神社,ひじわかみやはちまんじんじゃ,大分県速見郡日出町2831-1,0977-72-3217,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3121/
-,萩原天満社,はぎわらてんまんしゃ,大分県大分市萩原2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3122/
-,白嵩神社,しらだけじんじゃ,大分県大分市大字迫,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3123/
村社,白鳥神社（大分市）,しらとりじんじゃ,大分県大分市千歳965,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/oita/3124/
